name,time,Power
slave1_ctn_08,1493164824000000000,34
slave1_ctn_08,1493164867000000000,33
slave1_ctn_08,1493164909000000000,34
slave1_ctn_08,1493164951000000000,33
slave1_ctn_08,1493164994000000000,34
slave1_ctn_08,1493165035000000000,34
slave1_ctn_08,1493165078000000000,34
slave1_ctn_08,1493165121000000000,33
slave1_ctn_08,1493165162000000000,34
slave1_ctn_08,1493165205000000000,34
slave1_ctn_08,1493165246000000000,34
slave1_ctn_08,1493165289000000000,33
slave1_ctn_08,1493165331000000000,33
slave1_ctn_08,1493165373000000000,34
slave1_ctn_08,1493165416000000000,34
slave1_ctn_08,1493165458000000000,34
slave1_ctn_08,1493165500000000000,33
slave1_ctn_08,1493165542000000000,34
slave1_ctn_08,1493165584000000000,33
slave1_ctn_08,1493165626000000000,33
slave1_ctn_08,1493165669000000000,33
slave1_ctn_08,1493165711000000000,33
slave1_ctn_08,1493165753000000000,33
slave1_ctn_08,1493165796000000000,33
slave1_ctn_08,1493165837000000000,33
slave1_ctn_08,1493165880000000000,33
slave1_ctn_08,1493165922000000000,33
slave1_ctn_08,1493165964000000000,33
slave1_ctn_08,1493166007000000000,34
slave1_ctn_08,1493166048000000000,33
slave1_ctn_08,1493166091000000000,33
slave1_ctn_08,1493166132000000000,33
slave1_ctn_08,1493166175000000000,33
slave1_ctn_08,1493166218000000000,33
slave1_ctn_08,1493166259000000000,33
slave1_ctn_08,1493166302000000000,33
slave1_ctn_08,1493166344000000000,33
slave1_ctn_08,1493166386000000000,33
slave1_ctn_08,1493166429000000000,33
slave1_ctn_08,1493166470000000000,33
slave1_ctn_08,1493166513000000000,43
slave1_ctn_08,1493166555000000000,43
slave1_ctn_08,1493166597000000000,43
slave1_ctn_08,1493166639000000000,33
slave1_ctn_08,1493166682000000000,33
slave1_ctn_08,1493166724000000000,33
slave1_ctn_08,1493166766000000000,33
slave1_ctn_08,1493166808000000000,33
slave1_ctn_08,1493166850000000000,33
slave1_ctn_08,1493166893000000000,33
slave1_ctn_08,1493166935000000000,33
slave1_ctn_08,1493166977000000000,33
slave1_ctn_08,1493167019000000000,33
slave1_ctn_08,1493167061000000000,33
slave1_ctn_08,1493167104000000000,33
slave1_ctn_08,1493167145000000000,33
slave1_ctn_08,1493167188000000000,33
slave1_ctn_08,1493167231000000000,33
slave1_ctn_08,1493167272000000000,33
slave1_ctn_08,1493167315000000000,33
slave1_ctn_08,1493167356000000000,33
slave1_ctn_08,1493167399000000000,33
slave1_ctn_08,1493167442000000000,33
slave1_ctn_08,1493167483000000000,33
slave1_ctn_08,1493167526000000000,33
slave1_ctn_08,1493167568000000000,33
slave1_ctn_08,1493167610000000000,33
slave1_ctn_08,1493167652000000000,33
slave1_ctn_08,1493167694000000000,33
slave1_ctn_08,1493167737000000000,33
slave1_ctn_08,1493167779000000000,33
slave1_ctn_08,1493167821000000000,33
slave1_ctn_08,1493167863000000000,33
slave1_ctn_08,1493167906000000000,33
slave1_ctn_08,1493167948000000000,33
slave1_ctn_08,1493167990000000000,33
slave1_ctn_08,1493168032000000000,33
slave1_ctn_08,1493168074000000000,33
slave1_ctn_08,1493168117000000000,33
slave1_ctn_08,1493168158000000000,33
slave1_ctn_08,1493168201000000000,33
slave1_ctn_08,1493168243000000000,33
slave1_ctn_08,1493168285000000000,33
slave1_ctn_08,1493168328000000000,33
slave1_ctn_08,1493168369000000000,33
slave1_ctn_08,1493168412000000000,33
slave1_ctn_08,1493168455000000000,33
slave1_ctn_08,1493168496000000000,33
slave1_ctn_08,1493168539000000000,33
slave1_ctn_08,1493168580000000000,33
slave1_ctn_08,1493168623000000000,33
slave1_ctn_08,1493168665000000000,33
slave1_ctn_08,1493168707000000000,33
slave1_ctn_08,1493168750000000000,33
slave1_ctn_08,1493168792000000000,33
slave1_ctn_08,1493168834000000000,33
slave1_ctn_08,1493168876000000000,33
slave1_ctn_08,1493168918000000000,33
slave1_ctn_08,1493168961000000000,33
slave1_ctn_08,1493169003000000000,33
slave1_ctn_08,1493169045000000000,33
slave1_ctn_08,1493169087000000000,33
slave1_ctn_08,1493169130000000000,33
slave1_ctn_08,1493169171000000000,33
slave1_ctn_08,1493169214000000000,33
slave1_ctn_08,1493169256000000000,33
slave1_ctn_08,1493169298000000000,33
slave1_ctn_08,1493169341000000000,33
slave1_ctn_08,1493169382000000000,42
slave1_ctn_08,1493169425000000000,42
slave1_ctn_08,1493169467000000000,42
slave1_ctn_08,1493169509000000000,33
slave1_ctn_08,1493169552000000000,33
slave1_ctn_08,1493169593000000000,33
slave1_ctn_08,1493169636000000000,33
slave1_ctn_08,1493169678000000000,33
slave1_ctn_08,1493169720000000000,33
slave1_ctn_08,1493169763000000000,33
slave1_ctn_08,1493169804000000000,33
